financial_period,financial_year,period,days,period_end,line,lch_network,ejt_network,operated_kms_network,pct_scheduled,lch_line,ejt_line,operated_kms_line
04_11/12,2011/2012,4.0,28.0,2011-07-23,Northern,2300769.4899999998,6.220887054475132,5465179.73597701,0.9681048382367162,,0.39547769460517446,953542.4970503806
04_11/12,2011/2012,4.0,28.0,2011-07-23,Piccadilly,2300769.4899999998,6.220887054475132,5465179.73597701,0.9681048382367162,,0.7150875168078286,773319.3294301885
04_11/12,2011/2012,4.0,28.0,2011-07-23,Victoria,2300769.4899999998,6.220887054475132,5465179.73597701,0.9681048382367162,,0.4853336938769812,495351.8748249461
05_11/12,2011/2012,5.0,28.0,2011-08-20,Bakerloo,2059198.2199999993,5.31865485540355,5595331.57991197,0.971483834155695,,0.4927537206355473,247697.46294133397
05_11/12,2011/2012,5.0,28.0,2011-08-20,Central,2059198.2199999993,5.31865485540355,5595331.57991197,0.971483834155695,,0.6137773462209634,873367.0895500963
05_11/12,2011/2012,5.0,28.0,2011-08-20,Waterloo & City,2059198.2199999993,5.31865485540355,5595331.57991197,0.971483834155695,,0.3012955806311998,23667.45874986439
05_11/12,2011/2012,5.0,28.0,2011-08-20,Circle & Hammersmith & City,2059198.2199999993,5.31865485540355,5595331.57991197,0.971483834155695,,0.7062525619282384,261378.38905773108
05_11/12,2011/2012,5.0,28.0,2011-08-20,District,2059198.2199999993,5.31865485540355,5595331.57991197,0.971483834155695,,0.5956435995985768,662529.1243626493
05_11/12,2011/2012,5.0,28.0,2011-08-20,Jubilee,2059198.2199999993,5.31865485540355,5595331.57991197,0.971483834155695,,0.3736268569498274,724455.8973915967
05_11/12,2011/2012,5.0,28.0,2011-08-20,Metropolitan,2059198.2199999993,5.31865485540355,5595331.57991197,0.971483834155695,,0.8708638506034869,527101.0111817721
05_11/12,2011/2012,5.0,28.0,2011-08-20,Northern,2059198.2199999993,5.31865485540355,5595331.57991197,0.971483834155695,,0.3381204870296559,976250.8653487685
05_11/12,2011/2012,5.0,28.0,2011-08-20,Piccadilly,2059198.2199999993,5.31865485540355,5595331.57991197,0.971483834155695,,0.6113764259025463,791735.7295374564
05_11/12,2011/2012,5.0,28.0,2011-08-20,Victoria,2059198.2199999993,5.31865485540355,5595331.57991197,0.971483834155695,,0.41494442590350766,507148.55179070024
06_11/12,2011/2012,6.0,28.0,2011-09-17,Bakerloo,2462085.3499999996,5.580949441031329,5516501.885710272,0.9678011882247776,,0.517054344850585,244207.7832004045
06_11/12,2011/2012,6.0,28.0,2011-09-17,Central,2462085.3499999996,5.580949441031329,5516501.885710272,0.9678011882247776,,0.6440463670676885,861062.6783437557
06_11/12,2011/2012,6.0,28.0,2011-09-17,Waterloo & City,2462085.3499999996,5.580949441031329,5516501.885710272,0.9678011882247776,,0.3161542623132518,23334.020327290607
06_11/12,2011/2012,6.0,28.0,2011-09-17,Circle & Hammersmith & City,2462085.3499999996,5.580949441031329,5516501.885710272,0.9678011882247776,,0.7410820870837054,257695.96591871176
06_11/12,2011/2012,6.0,28.0,2011-09-17,District,2462085.3499999996,5.580949441031329,5516501.885710272,0.9678011882247776,,0.6250183372692907,653195.0987508824
06_11/12,2011/2012,6.0,28.0,2011-09-17,Jubilee,2462085.3499999996,5.580949441031329,5516501.885710272,0.9678011882247776,,0.3920526251726892,714249.4179294994
06_11/12,2011/2012,6.0,28.0,2011-09-17,Metropolitan,2462085.3499999996,5.580949441031329,5516501.885710272,0.9678011882247776,,0.9138113399673031,519674.9612808083
06_11/12,2011/2012,6.0,28.0,2011-09-17,Northern,2462085.3499999996,5.580949441031329,5516501.885710272,0.9678011882247776,,0.35479522443014805,962496.9785450133
06_11/12,2011/2012,6.0,28.0,2011-09-17,Piccadilly,2462085.3499999996,5.580949441031329,5516501.885710272,0.9678011882247776,,0.6415270430518769,780581.3797805869
06_11/12,2011/2012,6.0,28.0,2011-09-17,Victoria,2462085.3499999996,5.580949441031329,5516501.885710272,0.9678011882247776,,0.4354078098247903,500003.6016333185
07_11/12,2011/2012,7.0,28.0,2011-10-15,Bakerloo,2155101.939999999,6.289447043246424,5512263.678028105,0.9747706147641702,,0.582694029892032,244020.16370452684
07_11/12,2011/2012,7.0,28.0,2011-10-15,Central,2155101.939999999,6.289447043246424,5512263.678028105,0.9747706147641702,,0.7258075999195807,860401.1427304647
07_11/12,2011/2012,7.0,28.0,2011-10-15,Waterloo & City,2155101.939999999,6.289447043246424,5512263.678028105,0.9747706147641702,,0.35628982332231696,23316.093310087344
07_11/12,2011/2012,7.0,28.0,2011-10-15,Circle & Hammersmith & City,2155101.939999999,6.289447043246424,5512263.678028105,0.9747706147641702,,0.835161936272652,257497.98374721114
07_11/12,2011/2012,7.0,28.0,2011-10-15,District,2155101.939999999,6.289447043246424,5512263.678028105,0.9747706147641702,,0.7043639751351528,652693.2632502636
07_11/12,2011/2012,7.0,28.0,2011-10-15,Jubilee,2155101.939999999,6.289447043246424,5512263.678028105,0.9747706147641702,,0.4418234299097509,713700.6757314964
07_11/12,2011/2012,7.0,28.0,2011-10-15,Metropolitan,2155101.939999999,6.289447043246424,5512263.678028105,0.9747706147641702,,1.0298190461980472,519275.7063800105
07_11/12,2011/2012,7.0,28.0,2011-10-15,Northern,2155101.939999999,6.289447043246424,5512263.678028105,0.9747706147641702,,0.3998362283743934,961757.5131785464
07_11/12,2011/2012,7.0,28.0,2011-10-15,Piccadilly,2155101.939999999,6.289447043246424,5512263.678028105,0.9747706147641702,,0.7229684494937174,779981.6761878242
07_11/12,2011/2012,7.0,28.0,2011-10-15,Victoria,2155101.939999999,6.289447043246424,5512263.678028105,0.9747706147641702,,0.49068252472878054,499619.45980767306
08_11/12,2011/2012,8.0,28.0,2011-11-12,Bakerloo,2054498.6899999997,6.080139843991725,5657701.1688268455,0.9747706147641702,,0.5633024912431619,250458.47696137382
08_11/12,2011/2012,8.0,28.0,2011-11-12,Central,2054498.6899999997,6.080139843991725,5657701.1688268455,0.9747706147641702,,0.7016533690480337,883102.2670939226
08_11/12,2011/2012,8.0,28.0,2011-11-12,Waterloo & City,2054498.6899999997,6.080139843991725,5657701.1688268455,0.9747706147641702,,0.3444328151418247,23931.2732623391
08_11/12,2011/2012,8.0,28.0,2011-11-12,Circle & Hammersmith & City,2054498.6899999997,6.080139843991725,5657701.1688268455,0.9747706147641702,,0.8073684904254427,264291.9005170501
08_11/12,2011/2012,8.0,28.0,2011-11-12,District,2054498.6899999997,6.080139843991725,5657701.1688268455,0.9747706147641702,,0.6809233690090939,669914.1503509182
08_11/12,2011/2012,8.0,28.0,2011-11-12,Jubilee,2054498.6899999997,6.080139843991725,5657701.1688268455,0.9747706147641702,,0.4271199394369571,732531.203718301
08_11/12,2011/2012,8.0,28.0,2011-11-12,Metropolitan,2054498.6899999997,6.080139843991725,5657701.1688268455,0.9747706147641702,,0.9955475850001484,532976.4580457343
08_11/12,2011/2012,8.0,28.0,2011-11-12,Northern,2054498.6899999997,6.080139843991725,5657701.1688268455,0.9747706147641702,,0.3865300345951691,987132.8594325852
08_11/12,2011/2012,8.0,28.0,2011-11-12,Piccadilly,2054498.6899999997,6.080139843991725,5657701.1688268455,0.9747706147641702,,0.6989087030211667,800560.985248441
08_11/12,2011/2012,8.0,28.0,2011-11-12,Victoria,2054498.6899999997,6.080139843991725,5657701.1688268455,0.9747706147641702,,0.4743530470707266,512801.59419617965
09_11/12,2011/2012,9.0,28.0,2011-12-10,Bakerloo,1989066.3599999999,5.694556591855158,5694703.315169792,0.9739284302623575,,0.527579627611201,252096.50996114037
09_11/12,2011/2012,9.0,28.0,2011-12-10,Central,1989066.3599999999,5.694556591855158,5694703.315169792,0.9739284302623575,,0.657156730014728,888877.877778849
09_11/12,2011/2012,9.0,28.0,2011-12-10,Waterloo & City,1989066.3599999999,5.694556591855158,5694703.315169792,0.9739284302623575,,0.3225899746130537,24087.787091720038
09_11/12,2011/2012,9.0,28.0,2011-12-10,Circle & Hammersmith & City,1989066.3599999999,5.694556591855158,5694703.315169792,0.9739284302623575,,0.7561677325154974,266020.4060157269
09_11/12,2011/2012,9.0,28.0,2011-12-10,District,1989066.3599999999,5.694556591855158,5694703.315169792,0.9739284302623575,,0.6377413610594308,674295.4813347945
09_11/12,2011/2012,9.0,28.0,2011-12-10,Jubilee,1989066.3599999999,5.694556591855158,5694703.315169792,0.9739284302623575,,0.4000333428246737,737322.0588716458
09_11/12,2011/2012,9.0,28.0,2011-12-10,Metropolitan,1989066.3599999999,5.694556591855158,5694703.315169792,0.9739284302623575,,0.9324131036673889,536462.197626081
09_11/12,2011/2012,9.0,28.0,2011-12-10,Northern,1989066.3599999999,5.694556591855158,5694703.315169792,0.9739284302623575,,0.3620175214603038,993588.8445464524
09_11/12,2011/2012,9.0,28.0,2011-12-10,Piccadilly,1989066.3599999999,5.694556591855158,5694703.315169792,0.9739284302623575,,0.6545861220325478,805796.7645603339
09_11/12,2011/2012,9.0,28.0,2011-12-10,Victoria,1989066.3599999999,5.694556591855158,5694703.315169792,0.9739284302623575,,0.4442710760563327,516155.387383047
10_11/12,2011/2012,10.0,28.0,2012-01-07,Bakerloo,2043901.29,5.073401598557101,5275158.468214737,0.96410621155906,,0.4700319125666716,233523.84939640004
10_11/12,2011/2012,10.0,28.0,2012-01-07,Central,2043901.29,5.073401598557101,5275158.468214737,0.96410621155906,,0.5854749093771197,823391.7387202873
10_11/12,2011/2012,10.0,28.0,2012-01-07,Waterloo & City,2043901.29,5.073401598557101,5275158.468214737,0.96410621155906,,0.2874022703051555,22313.171911687554
10_11/12,2011/2012,10.0,28.0,2012-01-07,Circle & Hammersmith & City,2043901.29,5.073401598557101,5275158.468214737,0.96410621155906,,0.6736859176021691,246421.93277630722
10_11/12,2011/2012,10.0,28.0,2012-01-07,District,2043901.29,5.073401598557101,5275158.468214737,0.96410621155906,,0.5681773441838496,624618.2323435262
10_11/12,2011/2012,10.0,28.0,2012-01-07,Jubilee,2043901.29,5.073401598557101,5275158.468214737,0.96410621155906,,0.35639821436942914,683001.464237355
10_11/12,2011/2012,10.0,28.0,2012-01-07,Metropolitan,2043901.29,5.073401598557101,5275158.468214737,0.96410621155906,,0.830706667737343,496939.51520632167
10_11/12,2011/2012,10.0,28.0,2012-01-07,Northern,2043901.29,5.073401598557101,5275158.468214737,0.96410621155906,,0.32252911046829064,920388.3533793262
10_11/12,2011/2012,10.0,28.0,2012-01-07,Piccadilly,2043901.29,5.073401598557101,5275158.468214737,0.96410621155906,,0.5831847000455083,746431.4453234592
10_11/12,2011/2012,10.0,28.0,2012-01-07,Victoria,2043901.29,5.073401598557101,5275158.468214737,0.96410621155906,,0.3958105519015644,478128.76492006617
11_11/12,2011/2012,11.0,28.0,2012-02-04,Bakerloo,2073883.6899999997,5.587845802794633,5730948.297897949,0.9710901317433652,,0.5176932672868217,253701.02439212575
11_11/12,2011/2012,11.0,28.0,2012-02-04,Central,2073883.6899999997,5.587845802794633,5730948.297897949,0.9710901317433652,,0.644842213148462,894535.3039070397
11_11/12,2011/2012,11.0,28.0,2012-02-04,Waterloo & City,2073883.6899999997,5.587845802794633,5730948.297897949,0.9710901317433652,,0.31654493314604826,24241.098226432397
11_11/12,2011/2012,11.0,28.0,2012-02-04,Circle & Hammersmith & City,2073883.6899999997,5.587845802794633,5730948.297897949,0.9710901317433652,,0.7419978399001095,267713.54163452075
11_11/12,2011/2012,11.0,28.0,2012-02-04,District,2073883.6899999997,5.587845802794633,5730948.297897949,0.9710901317433652,,0.6257906704731749,678587.1584814425
11_11/12,2011/2012,11.0,28.0,2012-02-04,Jubilee,2073883.6899999997,5.587845802794633,5730948.297897949,0.9710901317433652,,0.39253708337500975,742014.8802198103
11_11/12,2011/2012,11.0,28.0,2012-02-04,Metropolitan,2073883.6899999997,5.587845802794633,5730948.297897949,0.9710901317433652,,0.9149405337810819,539876.6095824458
11_11/12,2011/2012,11.0,28.0,2012-02-04,Northern,2073883.6899999997,5.587845802794633,5730948.297897949,0.9710901317433652,,0.3552336437789373,999912.7228095296
11_11/12,2011/2012,11.0,28.0,2012-02-04,Piccadilly,2073883.6899999997,5.587845802794633,5730948.297897949,0.9710901317433652,,0.6423197760118463,810925.4057199346
11_11/12,2011/2012,11.0,28.0,2012-02-04,Victoria,2073883.6899999997,5.587845802794633,5730948.297897949,0.9710901317433652,,0.43594584189314123,519440.55292466684
12_11/12,2011/2012,12.0,28.0,2012-03-03,Bakerloo,2604341.45,6.593852221433826,5559546.584605856,0.9589091106975124,,0.6108960449147173,246113.31150685696
12_11/12,2011/2012,12.0,28.0,2012-03-03,Central,2604341.45,6.593852221433826,5559546.584605856,0.9589091106975124,,0.7609362193775557,867781.4621831197
12_11/12,2011/2012,12.0,28.0,2012-03-03,Waterloo & City,2604341.45,6.593852221433826,5559546.584605856,0.9589091106975124,,0.37353402085018195,23516.093296686926
12_11/12,2011/2012,12.0,28.0,2012-03-03,Circle & Hammersmith & City,2604341.45,6.593852221433826,5559546.584605856,0.9589091106975124,,0.8755832350415796,259706.7411326768
12_11/12,2011/2012,12.0,28.0,2012-03-03,District,2604341.45,6.593852221433826,5559546.584605856,0.9589091106975124,,0.7384547369915607,658291.913168482
12_11/12,2011/2012,12.0,28.0,2012-03-03,Jubilee,2604341.45,6.593852221433826,5559546.584605856,0.9589091106975124,,0.4632073987999039,719822.6329429414
12_11/12,2011/2012,12.0,28.0,2012-03-03,Metropolitan,2604341.45,6.593852221433826,5559546.584605856,0.9589091106975124,,1.079661623471245,523729.93174857
12_11/12,2011/2012,12.0,28.0,2012-03-03,Northern,2604341.45,6.593852221433826,5559546.584605856,0.9589091106975124,,0.4191880438054145,970007.2438340907
12_11/12,2011/2012,12.0,28.0,2012-03-03,Piccadilly,2604341.45,6.593852221433826,5559546.584605856,0.9589091106975124,,0.7579596559032411,786672.1762948037
12_11/12,2011/2012,12.0,28.0,2012-03-03,Victoria,2604341.45,6.593852221433826,5559546.584605856,0.9589091106975124,,0.5144312422784254,503905.07849762717
13_11/12,2011/2012,13.0,28.0,2012-03-31,Bakerloo,1997430.9299999995,5.805872263649911,5682739.548046111,0.9739030321257128,,0.5378926133064812,251566.89080963278
13_11/12,2011/2012,13.0,28.0,2012-03-31,Central,1997430.9299999995,5.805872263649911,5682739.548046111,0.9739030321257128,,0.6700026543103369,887010.4709373355
13_11/12,2011/2012,13.0,28.0,2012-03-31,Waterloo & City,1997430.9299999995,5.805872263649911,5682739.548046111,0.9739030321257128,,0.3288958773043475,24037.182054136698
13_11/12,2011/2012,13.0,28.0,2012-03-31,Circle & Hammersmith & City,1997430.9299999995,5.805872263649911,5682739.548046111,0.9739030321257128,,0.7709490974517716,265461.5347257615
13_11/12,2011/2012,13.0,28.0,2012-03-31,District,1997430.9299999995,5.805872263649911,5682739.548046111,0.9739030321257128,,0.6502077589066604,672878.8817922425
13_11/12,2011/2012,13.0,28.0,2012-03-31,Jubilee,1997430.9299999995,5.805872263649911,5682739.548046111,0.9739030321257128,,0.4078530878001683,735773.0493940151
13_11/12,2011/2012,13.0,28.0,2012-03-31,Metropolitan,1997430.9299999995,5.805872263649911,5682739.548046111,0.9739030321257128,,0.9506396660609242,535335.1663396645
13_11/12,2011/2012,13.0,28.0,2012-03-31,Northern,1997430.9299999995,5.805872263649911,5682739.548046111,0.9739030321257128,,0.3690941433101003,991501.4547572117
13_11/12,2011/2012,13.0,28.0,2012-03-31,Piccadilly,1997430.9299999995,5.805872263649911,5682739.548046111,0.9739030321257128,,0.6673817967696808,804103.8994000832
13_11/12,2011/2012,13.0,28.0,2012-03-31,Victoria,1997430.9299999995,5.805872263649911,5682739.548046111,0.9739030321257128,,0.45295556842943896,515071.0178360271
01_12/13,2012/2013,1.0,28.0,2012-04-28,Bakerloo,1976895.6400000004,5.356367104066781,5779011.554149411,0.9686789769482957,,0.496247621132486,255828.71717746978
01_12/13,2012/2013,1.0,28.0,2012-04-28,Central,1976895.6400000004,5.356367104066781,5779011.554149411,0.9686789769482957,,0.6181293721624523,902037.4269943187
01_12/13,2012/2013,1.0,28.0,2012-04-28,Waterloo & City,1976895.6400000004,5.356367104066781,5779011.554149411,0.9686789769482957,,0.30343193543646646,24444.398981440296
01_12/13,2012/2013,1.0,28.0,2012-04-28,Circle & Hammersmith & City,1976895.6400000004,5.356367104066781,5779011.554149411,0.9686789769482957,,0.7112602890619932,269958.7520054267
01_12/13,2012/2013,1.0,28.0,2012-04-28,District,1976895.6400000004,5.356367104066781,5779011.554149411,0.9686789769482957,,0.5998670470967542,684278.207639748
01_12/13,2012/2013,1.0,28.0,2012-04-28,Jubilee,1976895.6400000004,5.356367104066781,5779011.554149411,0.9686789769482957,,0.3762760811088716,748237.8732528278
01_12/13,2012/2013,1.0,28.0,2012-04-28,Metropolitan,1976895.6400000004,5.356367104066781,5779011.554149411,0.9686789769482957,,0.8770387641819476,544404.346787831
01_12/13,2012/2013,1.0,28.0,2012-04-28,Northern,1976895.6400000004,5.356367104066781,5779011.554149411,0.9686789769482957,,0.34051795109372096,1008298.605725821
01_12/13,2012/2013,1.0,28.0,2012-04-28,Piccadilly,1976895.6400000004,5.356367104066781,5779011.554149411,0.9686789769482957,,0.6157114279711707,817726.3247912573
01_12/13,2012/2013,1.0,28.0,2012-04-28,Victoria,1976895.6400000004,5.356367104066781,5779011.554149411,0.9686789769482957,,0.41788661482091716,523796.9007932694
02_12/13,2012/2013,2.0,28.0,2012-05-26,Bakerloo,2398403.1300000004,5.880063676707193,5769291.822766979,0.9691117047606644,,0.5447661735989004,255398.43833348795
02_12/13,2012/2013,2.0,28.0,2012-05-26,Central,2398403.1300000004,5.880063676707193,5769291.822766979,0.9691117047606644,,0.678564407207767,900520.2883962848
02_12/13,2012/2013,2.0,28.0,2012-05-26,Waterloo & City,2398403.1300000004,5.880063676707193,5769291.822766979,0.9691117047606644,,0.3330987341323729,24403.285896671674
02_12/13,2012/2013,2.0,28.0,2012-05-26,Circle & Hammersmith & City,2398403.1300000004,5.880063676707193,5769291.822766979,0.9691117047606644,,0.780800813152321,269504.70782689494
02_12/13,2012/2013,2.0,28.0,2012-05-26,District,2398403.1300000004,5.880063676707193,5769291.822766979,0.9691117047606644,,0.6585165590702672,683127.3187192484
02_12/13,2012/2013,2.0,28.0,2012-05-26,Jubilee,2398403.1300000004,5.880063676707193,5769291.822766979,0.9691117047606644,,0.4130649139529965,746979.4104395882
02_12/13,2012/2013,2.0,28.0,2012-05-26,Metropolitan,2398403.1300000004,5.880063676707193,5769291.822766979,0.9691117047606644,,0.962787590942934,543488.712000701
02_12/13,2012/2013,2.0,28.0,2012-05-26,Northern,2398403.1300000004,5.880063676707193,5769291.822766979,0.9691117047606644,,0.37381068111868937,1006602.7462333965
02_12/13,2012/2013,2.0,28.0,2012-05-26,Piccadilly,2398403.1300000004,5.880063676707193,5769291.822766979,0.9691117047606644,,0.6759100585540563,816350.9892088933
02_12/13,2012/2013,2.0,28.0,2012-05-26,Victoria,2398403.1300000004,5.880063676707193,5769291.822766979,0.9691117047606644,,0.45874374497688825,522915.9257118119
03_12/13,2012/2013,3.0,28.0,2012-06-23,Bakerloo,2453426.6999999997,5.4863804694898555,5797899.560349933,0.9669594335283604,,0.5082928790569557,256664.86265858586
03_12/13,2012/2013,3.0,28.0,2012-06-23,Central,2453426.6999999997,5.4863804694898555,5797899.560349933,0.9669594335283604,,0.6331330263893399,904985.6281450741
03_12/13,2012/2013,3.0,28.0,2012-06-23,Waterloo & City,2453426.6999999997,5.4863804694898555,5797899.560349933,0.9669594335283604,,0.31079704061624025,24524.292567947832
03_12/13,2012/2013,3.0,28.0,2012-06-23,Circle & Hammersmith & City,2453426.6999999997,5.4863804694898555,5797899.560349933,0.9669594335283604,,0.7285244798980786,270841.0798107938
03_12/13,2012/2013,3.0,28.0,2012-06-23,District,2453426.6999999997,5.4863804694898555,5797899.560349933,0.9669594335283604,,0.6144274258169202,686514.6888974298
03_12/13,2012/2013,3.0,28.0,2012-06-23,Jubilee,2453426.6999999997,5.4863804694898555,5797899.560349933,0.9669594335283604,,0.385409308664546,750683.3990070232
03_12/13,2012/2013,3.0,28.0,2012-06-23,Metropolitan,2453426.6999999997,5.4863804694898555,5797899.560349933,0.9669594335283604,,0.8983268422995239,546183.6671060845
03_12/13,2012/2013,3.0,28.0,2012-06-23,Northern,2453426.6999999997,5.4863804694898555,5797899.560349933,0.9669594335283604,,0.3487832331306918,1011594.1087955895
03_12/13,2012/2013,3.0,28.0,2012-06-23,Piccadilly,2453426.6999999997,5.4863804694898555,5797899.560349933,0.9669594335283604,,0.6306563922211381,820398.9652157079
03_12/13,2012/2013,3.0,28.0,2012-06-23,Victoria,2453426.6999999997,5.4863804694898555,5797899.560349933,0.9669594335283604,,0.42802984139642075,525508.8681456957
04_12/13,2012/2013,4.0,28.0,2012-07-21,Bakerloo,1745716.6900000004,5.497918102708977,5868754.670612574,0.9787053173444462,,0.5093617981446973,259801.51877946596
04_12/13,2012/2013,4.0,28.0,2012-07-21,Central,1745716.6900000004,5.497918102708977,5868754.670612574,0.9787053173444462,,0.6344644791892351,916045.2982550638
04_12/13,2012/2013,4.0,28.0,2012-07-21,Waterloo & City,1745716.6900000004,5.497918102708977,5868754.670612574,0.9787053173444462,,0.3114506340518687,24823.999631847077
04_12/13,2012/2013,4.0,28.0,2012-07-21,Circle & Hammersmith & City,1745716.6900000004,5.497918102708977,5868754.670612574,0.9787053173444462,,0.7300565370142335,274150.9809868825
04_12/13,2012/2013,4.0,28.0,2012-07-21,District,1745716.6900000004,5.497918102708977,5868754.670612574,0.9787053173444462,,0.6157195415056275,694904.4641035071
04_12/13,2012/2013,4.0,28.0,2012-07-21,Jubilee,1745716.6900000004,5.497918102708977,5868754.670612574,0.9787053173444462,,0.386219808641231,759857.3687274932
04_12/13,2012/2013,4.0,28.0,2012-07-21,Metropolitan,1745716.6900000004,5.497918102708977,5868754.670612574,0.9787053173444462,,0.9002159868229453,552858.4815890936
04_12/13,2012/2013,4.0,28.0,2012-07-21,Northern,1745716.6900000004,5.497918102708977,5868754.670612574,0.9787053173444462,,0.34951670997197537,1023956.6223875675
04_12/13,2012/2013,4.0,28.0,2012-07-21,Piccadilly,1745716.6900000004,5.497918102708977,5868754.670612574,0.9787053173444462,,0.6319826367609044,830424.9166028698
04_12/13,2012/2013,4.0,28.0,2012-07-21,Victoria,1745716.6900000004,5.497918102708977,5868754.670612574,0.9787053173444462,,0.4289299706062584,531931.0195487826
05_12/13,2012/2013,5.0,28.0,2012-08-18,Bakerloo,1728724.22,5.279414553241339,6307700.848274038,0.9787173383175617,,0.48911825162788114,279233.04897954955
05_12/13,2012/2013,5.0,28.0,2012-08-18,Central,1728724.22,5.279414553241339,6307700.848274038,0.9787173383175617,,0.6092489815910304,984559.7625326865
05_12/13,2012/2013,5.0,28.0,2012-08-18,Waterloo & City,1728724.22,5.279414553241339,6307700.848274038,0.9787173383175617,,0.29907266338134375,26680.6796882195
05_12/13,2012/2013,5.0,28.0,2012-08-18,Circle & Hammersmith & City,1728724.22,5.279414553241339,6307700.848274038,0.9787173383175617,,0.7010419279077315,294655.76129554247
05_12/13,2012/2013,5.0,28.0,2012-08-18,District,1728724.22,5.279414553241339,6307700.848274038,0.9787173383175617,,0.5912490232508583,746878.9758147429
05_12/13,2012/2013,5.0,28.0,2012-08-18,Jubilee,1728724.22,5.279414553241339,6307700.848274038,0.9787173383175617,,0.3708702895166665,816689.9518376706
05_12/13,2012/2013,5.0,28.0,2012-08-18,Metropolitan,1728724.22,5.279414553241339,6307700.848274038,0.9787173383175617,,0.8644387371925069,594208.8414016163
05_12/13,2012/2013,5.0,28.0,2012-08-18,Northern,1728724.22,5.279414553241339,6307700.848274038,0.9787173383175617,,0.33562588069798205,1100542.1794119254
05_12/13,2012/2013,5.0,28.0,2012-08-18,Piccadilly,1728724.22,5.279414553241339,6307700.848274038,0.9787173383175617,,0.6068657749316725,892535.5113433418
05_12/13,2012/2013,5.0,28.0,2012-08-18,Victoria,1728724.22,5.279414553241339,6307700.848274038,0.9787173383175617,,0.41188302314366576,571716.1359687424
06_12/13,2012/2013,6.0,28.0,2012-09-15,Bakerloo,1100217.39,4.24367899815145,6170224.893217033,0.9876082612996647,,0.39316117935300743,273147.1817174001
06_12/13,2012/2013,6.0,28.0,2012-09-15,Central,1100217.39,4.24367899815145,6170224.893217033,0.9876082612996647,,0.48972420743804884,963101.342591621
06_12/13,2012/2013,6.0,28.0,2012-09-15,Waterloo & City,1100217.39,4.24367899815145,6170224.893217033,0.9876082612996647,,0.24039945484739605,26099.175902618812
06_12/13,2012/2013,6.0,28.0,2012-09-15,Circle & Hammersmith & City,1100217.39,4.24367899815145,6170224.893217033,0.9876082612996647,,0.5635088656675237,288233.756959646
06_12/13,2012/2013,6.0,28.0,2012-09-15,District,1100217.39,4.24367899815145,6170224.893217033,0.9876082612996647,,0.47525554914166784,730600.7941155861
06_12/13,2012/2013,6.0,28.0,2012-09-15,Jubilee,1100217.39,4.24367899815145,6170224.893217033,0.9876082612996647,,0.2981115505873554,798890.2441763498
06_12/13,2012/2013,6.0,28.0,2012-09-15,Metropolitan,1100217.39,4.24367899815145,6170224.893217033,0.9876082612996647,,0.6948498696621879,581258.0959652096
06_12/13,2012/2013,6.0,28.0,2012-09-15,Northern,1100217.39,4.24367899815145,6170224.893217033,0.9876082612996647,,0.26978152346071355,1076555.9297728715
06_12/13,2012/2013,6.0,28.0,2012-09-15,Piccadilly,1100217.39,4.24367899815145,6170224.893217033,0.9876082612996647,,0.4878085472930499,873082.7543411144
06_12/13,2012/2013,6.0,28.0,2012-09-15,Victoria,1100217.39,4.24367899815145,6170224.893217033,0.9876082612996647,,0.3310782507004996,559255.6176746147
07_12/13,2012/2013,7.0,28.0,2012-10-13,Bakerloo,1253384.81,5.19592907640619,5765718.973869363,0.9859425714403668,,0.48138363066676393,255240.2733356191
07_12/13,2012/2013,7.0,28.0,2012-10-13,Central,1253384.81,5.19592907640619,5765718.973869363,0.9859425714403668,,0.599614685737482,899962.6076585933
07_12/13,2012/2013,7.0,28.0,2012-10-13,Waterloo & City,1253384.81,5.19592907640619,5765718.973869363,0.9859425714403668,,0.2943433087040491,24388.17325272982
07_12/13,2012/2013,7.0,28.0,2012-10-13,Circle & Hammersmith & City,1253384.81,5.19592907640619,5765718.973869363,0.9859425714403668,,0.6899560737770162,269337.80699610984
07_12/13,2012/2013,7.0,28.0,2012-10-13,District,1253384.81,5.19592907640619,5765718.973869363,0.9859425714403668,,0.5818993678796753,682704.2666770574
07_12/13,2012/2013,7.0,28.0,2012-10-13,Jubilee,1253384.81,5.19592907640619,5765718.973869363,0.9859425714403668,,0.3650055704929863,746516.8156107741
07_12/13,2012/2013,7.0,28.0,2012-10-13,Metropolitan,1253384.81,5.19592907640619,5765718.973869363,0.9859425714403668,,0.8507690244920746,543152.1363679906
07_12/13,2012/2013,7.0,28.0,2012-10-13,Northern,1253384.81,5.19592907640619,5765718.973869363,0.9859425714403668,,0.33031849549348347,1005979.3699815617
07_12/13,2012/2013,7.0,28.0,2012-10-13,Piccadilly,1253384.81,5.19592907640619,5765718.973869363,0.9859425714403668,,0.5972691656705194,815845.4334454713
07_12/13,2012/2013,7.0,28.0,2012-10-13,Victoria,1253384.81,5.19592907640619,5765718.973869363,0.9859425714403668,,0.4053697534921398,522592.0905434551
08_12/13,2012/2013,8.0,28.0,2012-11-10,Bakerloo,1656899.1,5.7695888763756695,5754595.346482985,0.9804692038317802,,0.5345310915377809,254747.84598918576
08_12/13,2012/2013,8.0,28.0,2012-11-10,Central,1656899.1,5.7695888763756695,5754595.346482985,0.9804692038317802,,0.6658155202024588,898226.3369949281
